emp_no,first_name,last_name,title,dept_no,dept_name,hire_date,to_date
106584,Petter,Heydon,Engineer,d004,Production,1985-12-18,9999-01-01
106587,Heekeun,Ranka,Engineer,d006,Quality Management,1986-06-08,9999-01-01
106589,Krister,Weedman,Senior Engineer,d005,Development,1987-03-09,9999-01-01
106592,Dipayan,Schade,Staff,d009,Customer Service,1985-04-24,9999-01-01
106606,Yuuichi,Wynblatt,Senior Engineer,d005,Development,1985-08-19,9999-01-01
106611,Shir,Vecchi,Senior Engineer,d005,Development,1988-08-26,9999-01-01
106616,Luigi,Braunschweig,Senior Engineer,d004,Production,1988-07-04,9999-01-01
106630,Vojin,Maliniak,Senior Staff,d007,Sales,1987-05-02,9999-01-01
106633,Jinxi,Kugler,Senior Engineer,d005,Development,1985-10-28,9999-01-01
106634,Ingmar,Rettelbach,Senior Staff,d005,Development,1988-01-21,9999-01-01
106645,Mechthild,Murtagh,Assistant Engineer,d004,Production,1987-12-03,9999-01-01
106648,Khue,Masamoto,Senior Engineer,d005,Development,1986-08-31,9999-01-01
106667,Stabislas,Anick,Engineer,d004,Production,1985-07-25,9999-01-01
106670,Uli,Provine,Senior Staff,d003,Human Resources,1987-02-15,9999-01-01
106678,Vishwani,Oppitz,Senior Staff,d007,Sales,1985-10-25,9999-01-01
106679,Mahmut,Tasistro,Assistant Engineer,d005,Development,1988-01-16,9999-01-01
106684,Tayeb,Unno,Senior Staff,d004,Production,1988-10-11,9999-01-01
106690,Shushma,Heyers,Senior Engineer,d004,Production,1986-08-22,9999-01-01
106703,Gennady,Kuzuoka,Engineer,d006,Quality Management,1985-02-17,9999-01-01
106721,Shigehiro,Furedi,Engineer,d004,Production,1986-01-09,9999-01-01
106736,Marla,Raczkowsky,Senior Engineer,d004,Production,1986-06-27,9999-01-01
106737,Shigeu,Rosay,Engineer,d005,Development,1985-08-05,9999-01-01
106743,Alselm,Erez,Engineer,d006,Quality Management,1988-08-15,9999-01-01
106756,Arup,Suessmith,Staff,d002,Finance,1985-05-08,9999-01-01
106764,Bedrich,Bernardinello,Senior Staff,d002,Finance,1986-03-12,9999-01-01
106773,Tokuyasu,Simmel,Senior Engineer,d006,Quality Management,1986-02-11,9999-01-01
106795,Arlette,Binding,Engineer,d004,Production,1985-06-27,9999-01-01
106797,Aran,Raoux,Engineer,d005,Development,1985-11-21,9999-01-01
106798,Phillip,Dratva,Senior Engineer,d005,Development,1988-08-03,9999-01-01
106819,Takahira,Coombs,Senior Staff,d009,Customer Service,1988-08-20,9999-01-01
106836,Yurii,Ghemri,Senior Staff,d007,Sales,1988-02-08,9999-01-01
106838,Hatem,Luke,Senior Staff,d007,Sales,1986-09-16,9999-01-01
106843,Mansur,Miara,Engineer,d004,Production,1985-03-06,9999-01-01
106845,Urs,Niizuma,Engineer,d006,Quality Management,1985-02-09,9999-01-01
106868,Roselyn,Tagansky,Senior Engineer,d004,Production,1985-03-21,9999-01-01
106869,Claudi,Mullainathan,Senior Staff,d003,Human Resources,1985-04-29,9999-01-01
106877,Temple,Hemaspaandra,Senior Staff,d007,Sales,1988-05-21,9999-01-01
106897,Susanna,Chaudhury,Staff,d007,Sales,1985-03-24,9999-01-01
106914,Ayakannu,Zuberek,Staff,d009,Customer Service,1987-01-20,9999-01-01
106928,Hongzhu,Merks,Senior Engineer,d005,Development,1987-03-25,9999-01-01
106933,Moni,Rahimi,Senior Staff,d002,Finance,1985-03-01,9999-01-01
106935,Kazuhiko,Farrow,Senior Staff,d007,Sales,1986-01-17,9999-01-01
106942,Eckart,Klassen,Staff,d008,Research,1985-12-23,9999-01-01
106943,Fai,Pintelas,Senior Engineer,d004,Production,1985-06-11,9999-01-01
106946,Oksana,Luiz,Senior Staff,d007,Sales,1985-12-07,9999-01-01
106953,Navid,Riesenhuber,Senior Staff,d009,Customer Service,1988-03-12,9999-01-01
106981,Maren,Vilarrasa,Senior Engineer,d005,Development,1985-06-09,9999-01-01
106985,Adhemar,Pfau,Engineer,d005,Development,1986-04-18,9999-01-01
106987,Naftali,Gist,Senior Staff,d003,Human Resources,1985-09-20,9999-01-01
106994,Becky,Penttonen,Senior Engineer,d004,Production,1985-07-16,9999-01-01
107000,Bowen,Uchoa,Technique Leader,d004,Production,1987-03-28,9999-01-01
107018,Temple,Braunmuhl,Senior Engineer,d005,Development,1988-08-22,9999-01-01
107019,Noritoshi,Majewski,Staff,d007,Sales,1988-11-08,9999-01-01
107025,Geoff,Sidje,Engineer,d004,Production,1988-07-13,9999-01-01
107032,Navid,Schlenzig,Staff,d008,Research,1987-12-01,9999-01-01
107053,Chinho,Macedo,Senior Staff,d007,Sales,1987-06-27,9999-01-01
107077,Faiza,Dichev,Senior Engineer,d004,Production,1986-08-11,9999-01-01
107090,Stein,Ferretti,Senior Engineer,d005,Development,1985-06-15,9999-01-01
107101,Moni,Crabtree,Senior Engineer,d004,Production,1987-12-04,9999-01-01
107103,Ranga,Schapire,Senior Staff,d002,Finance,1987-04-04,9999-01-01
107110,Wonhee,Lodder,Engineer,d005,Development,1985-06-01,9999-01-01
107113,Sushant,VanScheik,Staff,d007,Sales,1987-07-15,9999-01-01
107118,Jordanka,Skogmar,Staff,d008,Research,1986-02-13,9999-01-01
107119,Brewster,Ouhyoung,Technique Leader,d004,Production,1987-09-01,9999-01-01
107131,Lijie,Streng,Technique Leader,d004,Production,1988-07-12,9999-01-01
107134,Oscar,Rosti,Senior Engineer,d006,Quality Management,1987-05-14,9999-01-01
107145,Munehiko,Zielinski,Staff,d001,Marketing,1987-12-16,9999-01-01
107160,Wayne,Christianini,Engineer,d004,Production,1985-10-11,9999-01-01
107173,Kellie,Luga,Engineer,d004,Production,1985-10-30,9999-01-01
107205,Kasturi,Granlund,Senior Engineer,d004,Production,1987-11-18,9999-01-01
107209,Leszek,Zaiane,Senior Staff,d008,Research,1986-12-14,9999-01-01
107245,Horward,Docker,Staff,d002,Finance,1985-07-29,9999-01-01
107246,Eran,Naudin,Senior Engineer,d005,Development,1985-03-08,9999-01-01
107254,Dmitry,Simmen,Senior Engineer,d005,Development,1985-02-22,9999-01-01
107258,Parviz,Zaumen,Staff,d007,Sales,1987-04-04,9999-01-01
107262,Feiyu,Butterworth,Engineer,d005,Development,1987-05-06,9999-01-01
107264,Josyula,Chinin,Senior Engineer,d005,Development,1985-08-27,9999-01-01
107276,Maja,Badache,Engineer,d004,Production,1985-02-13,9999-01-01
107285,Valeri,Alameldin,Senior Staff,d009,Customer Service,1985-10-01,9999-01-01
107290,Reinhard,Jakobus,Senior Engineer,d005,Development,1988-09-17,9999-01-01
107292,Lokesh,Weiland,Staff,d008,Research,1986-06-14,9999-01-01
107293,Haldon,Ballarin,Staff,d007,Sales,1987-02-04,9999-01-01
107307,Eberhardt,Boyle,Senior Staff,d007,Sales,1988-03-05,9999-01-01
107320,Giordano,Chepyzhov,Senior Engineer,d005,Development,1987-01-14,9999-01-01
107329,Shigenori,Kavvadias,Senior Staff,d001,Marketing,1988-02-15,9999-01-01
107330,Navid,Bednarek,Staff,d007,Sales,1988-05-21,9999-01-01
107332,Dmitry,Emmart,Senior Staff,d009,Customer Service,1987-05-22,9999-01-01
107340,JiYoung,Peroz,Assistant Engineer,d004,Production,1985-07-30,9999-01-01
107341,Felicidad,Garnick,Senior Staff,d005,Development,1988-05-16,9999-01-01
107346,Arto,Kobuchi,Staff,d003,Human Resources,1985-03-26,9999-01-01
107359,Xiong,Lamma,Staff,d007,Sales,1987-12-05,9999-01-01
107380,Matt,Demos,Senior Staff,d007,Sales,1986-02-04,9999-01-01
107383,Heon,Pargas,Staff,d007,Sales,1986-01-25,9999-01-01
107386,Nimmagadda,Uhrig,Engineer,d004,Production,1987-11-23,9999-01-01
107391,Jaideep,Steinauer,Senior Engineer,d005,Development,1985-09-26,9999-01-01
107392,Chinho,Panangaden,Engineer,d005,Development,1987-06-12,9999-01-01
107406,Chanjung,Bernick,Staff,d007,Sales,1985-06-17,9999-01-01
107409,Junichi,Oskamp,Staff,d009,Customer Service,1987-12-29,9999-01-01
107413,Val,Markovitch,Engineer,d004,Production,1986-06-12,9999-01-01
107425,Khaled,Bojadziev,Senior Engineer,d005,Development,1985-03-04,9999-01-01
107440,Shimshon,Dulli,Senior Engineer,d004,Production,1986-11-01,9999-01-01
107452,Shridhar,Bharadwaj,Senior Staff,d008,Research,1986-12-24,9999-01-01
107458,Zengping,Taneja,Senior Engineer,d006,Quality Management,1985-08-26,9999-01-01
107466,Goo,Champarnaud,Technique Leader,d005,Development,1987-08-10,9999-01-01
107474,Taiji,Goodrum,Staff,d007,Sales,1988-02-24,9999-01-01
107488,Moto,Swiler,Engineer,d005,Development,1988-08-20,9999-01-01
107491,Paris,Dichev,Senior Engineer,d004,Production,1987-01-20,9999-01-01
107500,Karoline,Masada,Staff,d009,Customer Service,1986-03-24,9999-01-01
107504,Shao,Hoppenstand,Senior Engineer,d005,Development,1985-08-07,9999-01-01
107506,Kenroku,Guting,Senior Engineer,d004,Production,1986-07-05,9999-01-01
107508,Rajmohan,Mapelli,Senior Staff,d007,Sales,1986-08-12,9999-01-01
107517,Haldon,Nannarelli,Staff,d007,Sales,1988-01-28,9999-01-01
107531,Marie,Kugler,Engineer,d004,Production,1988-08-06,9999-01-01
107540,Jaques,Soloway,Senior Staff,d007,Sales,1985-03-14,9999-01-01
107550,Aris,DasSarma,Senior Engineer,d004,Production,1988-03-27,9999-01-01
107553,Janche,Nittel,Senior Engineer,d004,Production,1987-07-28,9999-01-01
107554,Zvonko,Conry,Senior Staff,d007,Sales,1987-06-29,9999-01-01
107570,Zine,Lueh,Staff,d003,Human Resources,1985-03-21,9999-01-01
107593,Freyja,Schwaller,Senior Engineer,d006,Quality Management,1988-04-21,9999-01-01
107597,Vasilis,Schaft,Senior Engineer,d004,Production,1986-07-03,9999-01-01
107620,Gift,Katiyar,Senior Engineer,d004,Production,1986-04-07,9999-01-01
107623,Yagil,Kilgour,Senior Engineer,d008,Research,1988-05-25,9999-01-01
107625,Quingbo,Schwabacher,Assistant Engineer,d005,Development,1987-09-18,9999-01-01
107669,Shirish,Kermarrec,Senior Engineer,d004,Production,1985-11-22,9999-01-01
107674,Xuejia,Saoudi,Senior Staff,d002,Finance,1986-09-28,9999-01-01
107682,Georgi,Leonhardt,Engineer,d008,Research,1986-06-20,9999-01-01
107684,Uma,Chandrasekhar,Senior Staff,d007,Sales,1988-08-18,9999-01-01
107693,Kenton,Bharadwaj,Staff,d007,Sales,1986-07-03,9999-01-01
107695,Babette,Cmelik,Senior Engineer,d005,Development,1988-02-12,9999-01-01
107712,Sumant,Birjandi,Staff,d007,Sales,1988-04-08,9999-01-01
107718,Ibibia,Dehkordi,Engineer,d006,Quality Management,1988-11-28,9999-01-01
107732,Nigel,Encarnacion,Engineer,d005,Development,1988-02-09,9999-01-01
107744,Arno,Karner,Senior Staff,d001,Marketing,1985-07-18,9999-01-01
107746,Kish,Barbanera,Staff,d001,Marketing,1985-05-15,9999-01-01
107747,Cathie,Erman,Senior Staff,d001,Marketing,1985-11-16,9999-01-01
107748,Serap,Picht,Senior Staff,d002,Finance,1987-04-13,9999-01-01
107759,Golgen,Coorg,Senior Staff,d003,Human Resources,1986-07-01,9999-01-01
107764,Moie,Mersereau,Engineer,d005,Development,1986-09-05,9999-01-01
107780,Masasuke,Gewali,Senior Engineer,d005,Development,1988-06-06,9999-01-01
107782,Gadiel,Rajala,Staff,d001,Marketing,1988-08-20,9999-01-01
107797,Wayne,Strandh,Engineer,d005,Development,1988-01-20,9999-01-01
107800,Goncalo,Stenning,Assistant Engineer,d005,Development,1986-02-02,9999-01-01
107807,Narain,Granlund,Staff,d007,Sales,1986-04-19,9999-01-01
107809,Mihalis,Facello,Staff,d008,Research,1985-02-03,9999-01-01
107810,Richara,Trogemann,Engineer,d004,Production,1987-04-14,9999-01-01
107816,Xinyu,Validov,Senior Engineer,d004,Production,1985-02-16,9999-01-01
107822,Hatem,Kroll,Senior Staff,d007,Sales,1986-07-18,9999-01-01
107823,Nimmagadda,Bail,Senior Engineer,d005,Development,1985-08-06,9999-01-01
107825,Shounak,Hemaspaandra,Assistant Engineer,d005,Development,1986-03-22,9999-01-01
107840,Krister,Hettesheimer,Engineer,d005,Development,1985-04-07,9999-01-01
107892,Aral,Ambroszkiewicz,Senior Engineer,d005,Development,1985-03-04,9999-01-01
107895,Toshimitsu,Pappas,Staff,d004,Production,1987-11-05,9999-01-01
107901,Munir,Honiden,Senior Staff,d007,Sales,1987-11-25,9999-01-01
107924,Achilleas,Georgakopoulos,Senior Staff,d001,Marketing,1987-11-10,9999-01-01
107935,Odysseas,Walstra,Senior Engineer,d004,Production,1987-12-14,9999-01-01
107937,Apostol,Marzano,Staff,d009,Customer Service,1987-12-23,9999-01-01
107950,Kagan,Birke,Senior Staff,d008,Research,1985-02-06,9999-01-01
107955,Kauko,Zhang,Staff,d003,Human Resources,1987-12-28,9999-01-01
107959,Kenton,Sankaranarayanan,Staff,d002,Finance,1988-10-11,9999-01-01
107982,Tsuneo,Underwood,Staff,d001,Marketing,1987-11-04,9999-01-01
107985,Hausi,Cools,Technique Leader,d004,Production,1988-08-30,9999-01-01
107990,Christoper,Puppo,Staff,d002,Finance,1988-05-10,9999-01-01
107996,Licheng,Nitta,Senior Staff,d007,Sales,1988-08-19,9999-01-01
107997,Masoud,Perfilyeva,Senior Staff,d007,Sales,1985-07-19,9999-01-01
108018,Subhankar,Halevi,Engineer,d005,Development,1987-03-19,9999-01-01
108020,Marin,Norsworthy,Technique Leader,d004,Production,1985-08-04,9999-01-01
108028,Przemyslawa,Hagimont,Engineer,d005,Development,1988-02-08,9999-01-01
108048,Zhenhua,Dredge,Staff,d002,Finance,1987-05-20,9999-01-01
108050,Hairong,Sommer,Senior Engineer,d005,Development,1985-02-25,9999-01-01
108053,Abdelghani,Nilsson,Senior Staff,d007,Sales,1985-07-14,9999-01-01
108064,Shimshon,Otillio,Engineer,d005,Development,1987-12-19,9999-01-01
108070,Khoa,Bennis,Senior Staff,d007,Sales,1988-11-10,9999-01-01
108078,Horward,Demian,Engineer,d004,Production,1988-02-10,9999-01-01
108081,Lucien,Dulli,Senior Staff,d009,Customer Service,1986-05-06,9999-01-01
108092,Uzi,Edelhoff,Engineer,d005,Development,1988-06-28,9999-01-01
108096,Arun,Bazzichi,Senior Engineer,d005,Development,1987-05-17,9999-01-01
108109,Alassane,Holburn,Senior Engineer,d004,Production,1985-08-06,9999-01-01
108114,Leon,Kobara,Engineer,d004,Production,1987-08-28,9999-01-01
108119,Qingxiang,Melton,Senior Engineer,d005,Development,1988-02-06,9999-01-01
108122,Moti,Terkki,Senior Staff,d007,Sales,1985-05-15,9999-01-01
108126,Izaskun,Shackell,Engineer,d008,Research,1986-12-18,9999-01-01
108137,Panayotis,Ermel,Engineer,d004,Production,1988-02-22,9999-01-01
108138,Berto,Middleton,Senior Staff,d007,Sales,1986-03-03,9999-01-01
108148,Szabolcs,Tyugu,Engineer,d005,Development,1988-03-30,9999-01-01
108150,Shrikanth,Peternell,Senior Engineer,d005,Development,1985-04-29,9999-01-01
108153,Lene,Puppo,Senior Staff,d007,Sales,1987-04-01,9999-01-01
108176,Aksel,Piazza,Engineer,d005,Development,1988-12-02,9999-01-01
108179,Constantijn,Crelier,Engineer,d005,Development,1986-02-20,9999-01-01
108181,Ulises,Passino,Senior Engineer,d009,Customer Service,1985-05-28,9999-01-01
108184,Kien,Merks,Engineer,d005,Development,1988-11-14,9999-01-01
108212,Masali,Versino,Senior Staff,d007,Sales,1985-07-10,9999-01-01
108217,Mohan,Munoz,Senior Staff,d001,Marketing,1987-12-16,9999-01-01
108218,Akeel,Piveteau,Engineer,d005,Development,1985-09-05,9999-01-01
108223,Henk,Cangellaris,Technique Leader,d004,Production,1988-10-31,9999-01-01
108244,Torsten,Savasere,Senior Engineer,d004,Production,1986-12-07,9999-01-01
108246,Lijie,Spinelli,Staff,d003,Human Resources,1986-07-16,9999-01-01
108251,Adhemar,Muhling,Engineer,d004,Production,1987-01-07,9999-01-01
108262,Yannis,Alpay,Senior Engineer,d004,Production,1985-05-11,9999-01-01
108279,Kellie,Chepyzhov,Senior Engineer,d004,Production,1987-04-04,9999-01-01
108300,Arlette,Gyimothy,Staff,d001,Marketing,1986-08-17,9999-01-01
108307,Diederik,Suermann,Senior Staff,d007,Sales,1988-07-29,9999-01-01
108325,Sudharsan,Puppo,Engineer,d004,Production,1988-05-14,9999-01-01
108332,Genevieve,Swick,Senior Engineer,d004,Production,1986-06-11,9999-01-01
108338,Sadok,Schauser,Senior Engineer,d004,Production,1987-01-16,9999-01-01
108363,Aloke,Luef,Staff,d007,Sales,1987-06-28,9999-01-01
108364,Jiafu,Chelton,Senior Engineer,d004,Production,1987-12-11,9999-01-01
108367,Rimon,Rouquie,Senior Staff,d007,Sales,1985-02-10,9999-01-01
108375,Greger,Ananiadou,Staff,d007,Sales,1986-06-30,9999-01-01
108391,Naftali,Pocchiola,Senior Staff,d002,Finance,1986-10-16,9999-01-01
108410,Sanjai,Smailagic,Engineer,d005,Development,1986-03-20,9999-01-01
108420,Baruch,Pietrzykowski,Staff,d007,Sales,1987-12-26,9999-01-01
108433,Henk,Schaad,Senior Engineer,d004,Production,1985-05-17,9999-01-01
108440,Xiaoqiang,Conta,Staff,d009,Customer Service,1987-04-27,9999-01-01
108453,Ipke,Chappelet,Engineer,d005,Development,1987-05-15,9999-01-01
108461,Aral,Sury,Senior Staff,d007,Sales,1986-10-29,9999-01-01
108474,Stella,Schaft,Senior Engineer,d006,Quality Management,1987-02-21,9999-01-01
108503,Krisda,Badr,Senior Engineer,d004,Production,1985-10-04,9999-01-01
108505,Arvin,Iwayama,Senior Engineer,d005,Development,1988-02-25,9999-01-01
108507,Marsja,Lund,Staff,d001,Marketing,1988-02-18,9999-01-01
108524,Radhia,Chinal,Senior Engineer,d006,Quality Management,1985-03-06,9999-01-01
108536,Fumino,Baba,Staff,d007,Sales,1987-12-23,9999-01-01
108541,Jordanka,Mapelli,Staff,d007,Sales,1985-06-11,9999-01-01
108548,Sajjad,Aingworth,Staff,d008,Research,1986-10-31,9999-01-01
108561,Kasturi,Luft,Senior Engineer,d005,Development,1988-10-01,9999-01-01
108588,Shahaf,Coney,Engineer,d008,Research,1985-10-28,9999-01-01
108597,Kazuhira,Einsfeld,Senior Engineer,d005,Development,1986-03-30,9999-01-01
108612,Ung,Joslin,Engineer,d005,Development,1986-02-01,9999-01-01
108616,Fan,Feldmann,Engineer,d005,Development,1987-03-17,9999-01-01
108624,Collette,Castellani,Senior Staff,d001,Marketing,1987-01-18,9999-01-01
108627,Kenroku,Harbusch,Senior Staff,d001,Marketing,1987-04-29,9999-01-01
108641,Atreye,Schueller,Senior Engineer,d005,Development,1986-02-13,9999-01-01
108668,Maia,Staelin,Senior Staff,d009,Customer Service,1986-10-13,9999-01-01
108669,Jeanne,Garnham,Technique Leader,d005,Development,1988-04-05,9999-01-01
108676,Alassane,Angot,Senior Staff,d003,Human Resources,1988-05-22,9999-01-01
108686,Chenxi,Gadepally,Senior Engineer,d004,Production,1988-08-29,9999-01-01
108700,Sarita,Stanfel,Senior Staff,d008,Research,1985-10-12,9999-01-01
108713,Yinghua,Heering,Engineer,d006,Quality Management,1987-01-09,9999-01-01
108717,Heng,Kitsuregawa,Engineer,d005,Development,1986-05-03,9999-01-01
108729,Jiang,Vesel,Staff,d007,Sales,1985-02-12,9999-01-01
108740,Eishiro,Szemeredi,Senior Staff,d002,Finance,1988-10-09,9999-01-01
108761,Nahid,Mandell,Technique Leader,d005,Development,1985-03-15,9999-01-01
108763,Sadegh,Cooke,Staff,d007,Sales,1985-12-27,9999-01-01
108765,Nidapan,Fadgyas,Senior Engineer,d004,Production,1985-12-29,9999-01-01
108770,Ugo,Onuegbe,Engineer,d006,Quality Management,1987-10-16,9999-01-01
108794,Basil,Bamford,Engineer,d005,Development,1986-11-26,9999-01-01
108822,Sachem,Senzako,Senior Engineer,d005,Development,1986-08-09,9999-01-01
108823,Teiji,Litzkow,Engineer,d005,Development,1988-12-14,9999-01-01
108825,Kaijung,Danecki,Engineer,d005,Development,1987-03-12,9999-01-01
108828,Arup,Denti,Senior Engineer,d006,Quality Management,1985-10-17,9999-01-01
108833,Eirik,Milicic,Senior Engineer,d004,Production,1987-03-13,9999-01-01
108839,Denis,Felcyn,Engineer,d004,Production,1988-11-19,9999-01-01
108841,Otmar,Dayang,Assistant Engineer,d004,Production,1986-11-26,9999-01-01
108842,Giordano,Heijenga,Staff,d007,Sales,1985-04-12,9999-01-01
108845,Randy,Hemaspaandra,Senior Engineer,d004,Production,1985-03-28,9999-01-01
108850,Soenke,Honiden,Staff,d007,Sales,1987-11-02,9999-01-01
108871,Terresa,Middleton,Senior Staff,d001,Marketing,1985-11-25,9999-01-01
108884,Basant,Deverell,Staff,d007,Sales,1988-04-11,9999-01-01
108911,Shaz,Ramaiah,Engineer,d006,Quality Management,1985-08-07,9999-01-01
108935,Heather,Wilharm,Senior Engineer,d004,Production,1988-10-11,9999-01-01
108940,Barna,Baumann,Engineer,d006,Quality Management,1985-03-17,9999-01-01
108947,Ottavia,Doering,Technique Leader,d005,Development,1986-08-12,9999-01-01
108954,Kellie,Vieri,Senior Engineer,d005,Development,1985-07-02,9999-01-01
108963,Sanjiv,Barvinok,Engineer,d004,Production,1987-05-24,9999-01-01
108971,Clyde,Feinberg,Staff,d002,Finance,1987-06-17,9999-01-01
108977,Otilia,Rettelbach,Technique Leader,d004,Production,1987-03-01,9999-01-01
108985,Masanao,Bressoud,Senior Engineer,d005,Development,1986-04-16,9999-01-01
108993,Yongmin,Mitchem,Senior Staff,d002,Finance,1985-04-07,9999-01-01
108994,Shahar,Bashian,Technique Leader,d004,Production,1985-05-08,9999-01-01
108997,Arch,Liesche,Senior Engineer,d005,Development,1985-07-29,9999-01-01
109010,Shaibal,Yavatkar,Engineer,d004,Production,1986-05-23,9999-01-01
109052,Xianlong,McFarlin,Senior Engineer,d005,Development,1988-07-06,9999-01-01
109080,Demin,Dratva,Senior Staff,d003,Human Resources,1985-10-12,9999-01-01
109083,Moto,Merel,Staff,d007,Sales,1987-06-10,9999-01-01
109090,Mircea,Bale,Engineer,d005,Development,1988-07-04,9999-01-01
109097,Maya,Jeong,Staff,d002,Finance,1988-08-13,9999-01-01
109111,Dietrich,Veevers,Senior Engineer,d006,Quality Management,1988-10-20,9999-01-01
109114,Kwangyoen,Azevdeo,Assistant Engineer,d006,Quality Management,1986-10-16,9999-01-01
109117,Arnould,Garnier,Senior Staff,d007,Sales,1987-02-12,9999-01-01
109125,Adly,Piveteau,Staff,d007,Sales,1985-09-23,9999-01-01
109147,Tetsushi,Dengi,Engineer,d005,Development,1985-07-27,9999-01-01
109150,Jongsuk,Dayana,Senior Staff,d003,Human Resources,1987-02-22,9999-01-01
109155,Serenella,Gill,Engineer,d005,Development,1988-10-20,9999-01-01
109167,Uli,Harllee,Senior Staff,d009,Customer Service,1987-01-16,9999-01-01
109174,Sanjiv,Zschoche,Senior Engineer,d004,Production,1986-10-17,9999-01-01
109175,Hatsukazu,Kornyak,Senior Engineer,d004,Production,1988-06-04,9999-01-01
109180,Nevin,Rousseau,Senior Staff,d002,Finance,1987-02-08,9999-01-01
109181,Rildo,Lally,Staff,d009,Customer Service,1988-01-14,9999-01-01
109189,Billie,Codenie,Senior Staff,d007,Sales,1985-06-20,9999-01-01
109193,Garnet,Scharstein,Senior Engineer,d005,Development,1988-09-10,9999-01-01
109204,Paris,Ratnakar,Engineer,d005,Development,1986-11-13,9999-01-01
109205,Shrikanth,Kuzuoka,Staff,d003,Human Resources,1988-09-07,9999-01-01
109231,Jianwen,Schiper,Senior Engineer,d004,Production,1986-10-17,9999-01-01
109261,Marla,Undy,Staff,d001,Marketing,1985-06-25,9999-01-01
109263,Jessie,Erev,Senior Engineer,d004,Production,1986-04-17,9999-01-01
109267,Ziyad,Bardell,Technique Leader,d005,Development,1988-02-28,9999-01-01
109281,Moni,Bahk,Engineer,d004,Production,1988-02-11,9999-01-01
109284,Mingdong,Junot,Engineer,d005,Development,1987-04-23,9999-01-01
109285,Xudong,Nicolson,Staff,d003,Human Resources,1986-12-04,9999-01-01
109289,Jaewoo,Broomell,Staff,d003,Human Resources,1986-11-14,9999-01-01
109291,Cullen,Theuretzbacher,Senior Engineer,d005,Development,1986-02-25,9999-01-01
109294,Udi,Savasere,Senior Engineer,d005,Development,1986-07-26,9999-01-01
109306,Isaac,Pietrzykowski,Senior Staff,d009,Customer Service,1987-07-13,9999-01-01
109311,Jianhui,Antonisse,Staff,d008,Research,1986-05-18,9999-01-01
109318,Gift,Brlek,Staff,d007,Sales,1988-08-23,9999-01-01
109323,Shuho,Gomatam,Senior Engineer,d009,Customer Service,1988-03-13,9999-01-01
109334,Tsutomu,Alameldin,Staff,d007,Sales,1985-02-15,9999-01-01
109349,Stevo,Birrer,Staff,d009,Customer Service,1986-08-28,9999-01-01
109356,Carrsten,Puppo,Senior Engineer,d005,Development,1988-06-22,9999-01-01
109369,Jenwei,Dymetman,Senior Engineer,d004,Production,1987-11-02,9999-01-01
109373,Becky,Pesch,Engineer,d004,Production,1985-10-06,9999-01-01
109379,Ramya,Rindone,Senior Staff,d007,Sales,1986-06-08,9999-01-01
109380,Kagan,Luan,Senior Staff,d007,Sales,1987-05-17,9999-01-01
109389,Kwun,Pramanik,Senior Staff,d001,Marketing,1987-07-08,9999-01-01
109393,Bodo,Birrer,Engineer,d004,Production,1987-07-27,9999-01-01
109400,Arumugam,Borstler,Staff,d003,Human Resources,1988-05-22,9999-01-01
109425,Eric,Hettesheimer,Senior Staff,d002,Finance,1985-10-09,9999-01-01
109427,Tremaine,Standera,Senior Staff,d003,Human Resources,1985-02-02,9999-01-01
109436,Sanjit,Kamble,Engineer,d005,Development,1985-07-04,9999-01-01
109448,Subhankar,Socorro,Engineer,d004,Production,1988-09-08,9999-01-01
109451,Huei,Kropatsch,Engineer,d004,Production,1986-09-13,9999-01-01
109465,Shaowei,Furedi,Senior Engineer,d006,Quality Management,1987-05-13,9999-01-01
109470,Aram,Moffat,Staff,d001,Marketing,1985-02-14,9999-01-01
109481,Charmane,Heijenga,Engineer,d006,Quality Management,1985-04-27,9999-01-01
109483,Ziya,Schlumberger,Staff,d008,Research,1985-02-14,9999-01-01
109496,Mariusz,Esposito,Senior Staff,d001,Marketing,1986-02-26,9999-01-01
109506,Divine,Kermarrec,Senior Staff,d003,Human Resources,1986-04-03,9999-01-01
109520,Rasikan,Lorin,Senior Engineer,d004,Production,1986-10-24,9999-01-01
109524,Mong,Merle,Staff,d003,Human Resources,1987-10-25,9999-01-01
109528,Srinidhi,Kushnir,Senior Staff,d001,Marketing,1987-08-06,9999-01-01
109560,Ymte,Hoogerwoord,Senior Staff,d007,Sales,1987-04-15,9999-01-01
109561,Radhika,Makinen,Senior Engineer,d006,Quality Management,1987-09-18,9999-01-01
109565,Halsur,Kavvadias,Senior Engineer,d004,Production,1985-05-22,9999-01-01
109575,Jinxi,Kusalik,Senior Engineer,d005,Development,1988-03-09,9999-01-01
109584,Baoqiu,Sewelson,Senior Staff,d009,Customer Service,1987-02-12,9999-01-01
109610,Kotesh,Pelc,Engineer,d006,Quality Management,1988-05-27,9999-01-01
109623,Parviz,Aingworth,Staff,d003,Human Resources,1985-10-19,9999-01-01
109642,Aron,Nanard,Engineer,d004,Production,1986-10-17,9999-01-01
109643,Faiza,Ratzlaff,Staff,d007,Sales,1985-04-25,9999-01-01
109672,Maia,Zhiwei,Engineer,d006,Quality Management,1987-12-30,9999-01-01
109675,Peer,McConalogue,Staff,d009,Customer Service,1986-05-07,9999-01-01
109678,Radhia,Onuegbe,Senior Staff,d009,Customer Service,1988-01-05,9999-01-01
